bias (mV)	dI/dV_1	dI/dV_2
17.34234234234234	3.956164897361094e-08	3.982726150949525e-08
17.19219219219219	3.952701941033236e-08	3.980148659145427e-08
17.04204204204204	3.944994444540447e-08	3.976508576401799e-08
16.89189189189189	3.942775883325952e-08	3.970285623183408e-08
16.74174174174174	3.93653853861576e-08	3.962788608295853e-08
16.59159159159159	3.932059423494471e-08	3.956480266391804e-08
16.44144144144144	3.929972908230078e-08	3.95076626097951e-08
16.29129129129129	3.92499489264155e-08	3.946878080034983e-08
16.14114114114114	3.921505582026872e-08	3.943915203798101e-08
15.99099099099099	3.913985045380161e-08	3.941323471189405e-08
15.84084084084084	3.910799978806056e-08	3.938922371444278e-08
15.69069069069069	3.905280596269262e-08	3.935110920454773e-08
15.54054054054054	3.900058479850205e-08	3.930565314022989e-08
15.39039039039039	3.897122028515727e-08	3.923059666331834e-08
15.24024024024024	3.891659778707263e-08	3.913992528985508e-08
15.09009009009009	3.888954905357443e-08	3.904382564132934e-08
14.93993993993994	3.8840727151807e-08	3.894482424207896e-08
14.78978978978979	3.88211992523635e-08	3.88917292872064e-08
14.63963963963964	3.877164325577579e-08	3.886350032303848e-08
14.48948948948949	3.875996726456711e-08	3.887824634537731e-08
14.33933933933934	3.870055764084097e-08	3.891657863938031e-08
14.18918918918919	3.865907400216067e-08	3.895244696026986e-08
14.03903903903904	3.860926306032832e-08	3.898694512788606e-08
13.88888888888889	3.854652103561941e-08	3.900490840674663e-08
13.73873873873874	3.850219692375465e-08	3.901355625532234e-08
13.58858858858859	3.843635990280459e-08	3.899735136826586e-08
13.43843843843844	3.836277044861199e-08	3.896696166511744e-08
13.28828828828829	3.82770435836536e-08	3.891381826396801e-08
13.13813813813814	3.818686356813434e-08	3.884751869620189e-08
12.98798798798799	3.808638433515399e-08	3.880684826936531e-08
12.83783783783784	3.798347433521041e-08	3.878118919650174e-08
12.68768768768769	3.787102677493336e-08	3.877324590784608e-08
12.53753753753754	3.775899830470891e-08	3.87758134193903e-08
12.38738738738739	3.764522021434037e-08	3.874905908465766e-08
12.23723723723724	3.751398904387236e-08	3.870468344807596e-08
12.08708708708709	3.740064199616707e-08	3.867003933563218e-08
11.93693693693694	3.727395575054356e-08	3.864131875962019e-08
11.78678678678679	3.716436063294913e-08	3.865209499290355e-08
11.63663663663664	3.702562470346809e-08	3.868722120084957e-08
11.48648648648649	3.690379704020801e-08	3.871322095427287e-08
11.33633633633634	3.677036950154001e-08	3.873352223853073e-08
11.18618618618619	3.663123995213775e-08	3.87207282898051e-08
11.03603603603604	3.650694652628416e-08	3.868700647316343e-08
10.88588588588589	3.637231955814898e-08	3.864032574927537e-08
10.73573573573574	3.62411183489542e-08	3.858534621779111e-08
10.58558558558559	3.611349474657937e-08	3.853010260234883e-08
10.43543543543544	3.59990296306587e-08	3.847468772453773e-08
10.28528528528529	3.587259685168373e-08	3.842520550084957e-08
10.13513513513514	3.574880032231179e-08	3.837961934852573e-08
9.984984984984985	3.563857238903932e-08	3.834560131214393e-08
9.834834834834835	3.550618134154994e-08	3.831927607286356e-08
9.684684684684685	3.539440105968617e-08	3.829585855077461e-08
9.534534534534535	3.527420268736838e-08	3.827439898900549e-08
9.384384384384385	3.51767541964341e-08	3.824203745422289e-08
9.234234234234235	3.506389442120104e-08	3.820224275602198e-08
9.084084084084084	3.495346943403713e-08	3.814609959785107e-08
8.933933933933933	3.483938857390842e-08	3.807867019320339e-08
8.783783783783782	3.472219306984844e-08	3.798822809650174e-08
8.633633633633632	3.461239781357578e-08	3.788170059770114e-08
8.483483483483482	3.449272506059482e-08	3.772680450369814e-08
8.333333333333332	3.43881534563796e-08	3.753767832693653e-08
8.183183183183182	3.426294846383073e-08	3.727985069070464e-08
8.033033033033032	3.415116145229065e-08	3.697279881289355e-08
7.882882882882882	3.404345385081464e-08	3.662916016331834e-08
7.732732732732732	3.392399606656815e-08	3.625898188655671e-08
7.582582582582582	3.380589896695465e-08	3.590700098790604e-08
7.432432432432432	3.366067127347118e-08	3.556838378880558e-08
7.282282282282281	3.349515767581165e-08	3.524859498980509e-08
7.132132132132131	3.331102210309616e-08	3.49428042683658e-08
6.981981981981981	3.31125092838793e-08	3.463204907766115e-08
6.831831831831831	3.28892426164589e-08	3.431755747061469e-08
6.681681681681681	3.266297245781888e-08	3.401755095202399e-08
6.531531531531531	3.244010033162768e-08	3.372858069130435e-08
6.381381381381381	3.220522007050479e-08	3.344669469525237e-08
6.231231231231231	3.19933111611947e-08	3.317027262673662e-08
6.081081081081081	3.17710777416111e-08	3.286224553028485e-08
5.930930930930931	3.155491292139428e-08	3.252954285052472e-08
5.780780780780781	3.130148472197497e-08	3.220544001694152e-08
5.63063063063063	3.101978023624205e-08	3.1888133835982e-08
5.48048048048048	3.069775585233925e-08	3.164480009455272e-08
5.33033033033033	3.03148506500296e-08	3.146064430474762e-08
5.18018018018018	2.989071825445891e-08	3.136735005977011e-08
5.03003003003003	2.941987460145992e-08	3.13476339135932e-08
4.87987987987988	2.896124416073195e-08	3.142664587416291e-08
4.72972972972973	2.852930595516222e-08	3.15865825123938e-08
4.57957957957958	2.816488603000988e-08	3.180929621689155e-08
4.42942942942943	2.787625550271317e-08	3.208409419065467e-08
4.27927927927928	2.766438119592945e-08	3.233732611844079e-08
4.129129129129129	2.754562258780498e-08	3.257244733358322e-08
3.978978978978979	2.747398328929139e-08	3.277148666266867e-08
3.828828828828829	2.745284801233784e-08	3.29398563886057e-08
3.678678678678679	2.746112715510041e-08	3.311666314222888e-08
3.528528528528529	2.754263092629238e-08	3.330072856771614e-08
3.378378378378379	2.768058933657452e-08	3.346922360109945e-08
3.228228228228229	2.788089671268525e-08	3.362416014697651e-08
3.078078078078079	2.80938114914111e-08	3.370483490544727e-08
2.927927927927929	2.824828534264455e-08	3.372005859705148e-08
2.777777777777779	2.828773220299367e-08	3.367694912483759e-08
2.627627627627628	2.81646701437202e-08	3.358180381899051e-08
2.477477477477478	2.792788970553066e-08	3.343833948265867e-08
2.327327327327328	2.760719482814807e-08	3.325124996451773e-08
2.177177177177178	2.725820004913298e-08	3.295469219420288e-08
2.027027027027028	2.692579412205234e-08	3.255810309000498e-08
1.876876876876878	2.664141047177791e-08	3.207279699210392e-08
1.726726726726728	2.639618003229087e-08	3.150544049540228e-08
1.576576576576578	2.615858007939555e-08	3.094143167226385e-08
1.426426426426428	2.59604284560635e-08	3.038055642728634e-08
1.276276276276278	2.584508716593453e-08	2.982791874197899e-08
1.126126126126128	2.58761024370728e-08	2.928308506056969e-08
0.9759759759759774	2.609938132448956e-08	2.87661748009495e-08
0.8258258258258238	2.651650251286193e-08	2.827603817516239e-08
0.6756756756756737	2.708397028505134e-08	2.791446312633682e-08
0.5255255255255236	2.769217178124828e-08	2.767764605752123e-08
0.3753753753753735	2.823829497069768e-08	2.75943571866067e-08
0.2252252252252234	2.868267099816985e-08	2.766185493863069e-08
0.07507507507507327	2.906099957682371e-08	2.781783887166418e-08
-0.07507507507507682	2.938462512832055e-08	2.806177912833584e-08
-0.2252252252252269	2.969397544331251e-08	2.831322898940531e-08
-0.375375375375377	3.003385542789669e-08	2.857223369345328e-08
-0.5255255255255271	3.041749482166075e-08	2.874296419735132e-08
-0.6756756756756772	3.07976920793438e-08	2.882381551564218e-08
-0.8258258258258273	3.114102347688607e-08	2.880119808650674e-08
-0.9759759759759774	3.146071205422117e-08	2.867195737496251e-08
-1.126126126126128	3.18093011124695e-08	2.857317206076961e-08
-1.276276276276278	3.22251955304815e-08	2.850615004442778e-08
-1.426426426426428	3.271105809565805e-08	2.857104807696152e-08
-1.576576576576578	3.328408431309201e-08	2.877519504997502e-08
-1.726726726726728	3.390258222623648e-08	2.904289784712645e-08
-1.876876876876878	3.445504289062408e-08	2.93784987918041e-08
-2.027027027027028	3.477379025522436e-08	2.967610765252373e-08
-2.177177177177178	3.475204850524595e-08	2.993263757246377e-08
-2.327327327327328	3.439531952494141e-08	3.014266503018491e-08
-2.477477477477478	3.381848997178886e-08	3.030180300094952e-08
-2.627627627627628	3.312418716930469e-08	3.045426091174413e-08
-2.777777777777779	3.243903875497783e-08	3.059932002193902e-08
-2.927927927927929	3.187104944460201e-08	3.07757798932034e-08
-3.078078078078079	3.143741221108043e-08	3.098744061764118e-08
-3.228228228228229	3.109280285523141e-08	3.125390202933533e-08
-3.378378378378379	3.078450575100004e-08	3.158254114387806e-08
-3.528528528528529	3.052987891019777e-08	3.193897141759119e-08
-3.678678678678679	3.035980326187312e-08	3.232731669990005e-08
-3.828828828828829	3.029346226857097e-08	3.269052987486256e-08
-3.978978978978979	3.029612547534524e-08	3.302453105492254e-08
-4.129129129129129	3.034745119479198e-08	3.332697013948026e-08
-4.27927927927928	3.039175489996646e-08	3.359227734697651e-08
-4.42942942942943	3.040581315249292e-08	3.385042807391305e-08
-4.57957957957958	3.040178121512106e-08	3.410005693913043e-08
-4.72972972972973	3.039768185057695e-08	3.435312845342329e-08
-4.87987987987988	3.041922308378433e-08	3.461034938580709e-08
-5.03003003003003	3.048412825612883e-08	3.486884654007996e-08
-5.18018018018018	3.060516021327029e-08	3.512890068505747e-08
-5.33033033033033	3.074350529895058e-08	3.53774940866067e-08
-5.48048048048048	3.088867303986534e-08	3.561193462378811e-08
-5.63063063063063	3.099932265167181e-08	3.582620521654172e-08
-5.780780780780781	3.107553631372824e-08	3.601526337876061e-08
-5.930930930930931	3.109694218784193e-08	3.620500059870065e-08
-6.081081081081081	3.107004118073048e-08	3.639559703453273e-08
-6.231231231231231	3.100471000852352e-08	3.660532241809096e-08
-6.381381381381381	3.091957330512306e-08	3.683954857716141e-08
-6.531531531531531	3.083745434600825e-08	3.706585642463768e-08
-6.681681681681681	3.076103707957941e-08	3.728189777156422e-08
-6.831831831831831	3.070660696786361e-08	3.746818499075462e-08
-6.981981981981981	3.066882793765146e-08	3.761541991729135e-08
-7.132132132132135	3.067533137092951e-08	3.774398294577711e-08
-7.282282282282281	3.07112093731317e-08	3.784773715867067e-08
-7.432432432432435	3.077253622187489e-08	3.7924952117991e-08
-7.582582582582582	3.0876474395894e-08	3.796646991229386e-08
-7.732732732732735	3.100297222371564e-08	3.796320420404797e-08
-7.882882882882882	3.116017861155608e-08	3.789895670509745e-08
-8.033033033033036	3.133629781130411e-08	3.780940530809595e-08
-8.183183183183182	3.153008762866537e-08	3.768497068020989e-08
-8.333333333333336	3.174438401566021e-08	3.757582683728136e-08
-8.483483483483482	3.197723973345941e-08	3.748802408990505e-08
-8.633633633633636	3.224268978141401e-08	3.742123431494253e-08
-8.783783783783782	3.251479435340246e-08	3.738413678360819e-08
-8.933933933933936	3.280267920104089e-08	3.734781479140429e-08
-9.084084084084083	3.310619745357684e-08	3.731260232963518e-08
-9.234234234234236	3.34258111629112e-08	3.72759380253873e-08
-9.384384384384383	3.375002674649498e-08	3.723717068460769e-08
-9.534534534534536	3.407738378763736e-08	3.720264484007996e-08
-9.684684684684683	3.441384259355158e-08	3.717433985672164e-08
-9.834834834834837	3.475874836570086e-08	3.714343426216892e-08
-9.984984984984983	3.509949712400725e-08	3.710866656591704e-08
-10.13513513513514	3.54199062307939e-08	3.706703405572214e-08
-10.28528528528528	3.576531116422877e-08	3.701507851704147e-08
-10.43543543543544	3.609409117211229e-08	3.696296500714642e-08
-10.58558558558558	3.641057990704474e-08	3.691061095017491e-08
-10.73573573573574	3.672628178022753e-08	3.684740747451274e-08
-10.88588588588588	3.701506184462829e-08	3.676747436086957e-08
-11.03603603603604	3.728081680705796e-08	3.667459402033983e-08
-11.18618618618618	3.753653249128584e-08	3.656149608705646e-08
-11.33633633633634	3.775944794428333e-08	3.646921023113443e-08
-11.48648648648648	3.797919740966273e-08	3.640983649755122e-08
-11.63663663663664	3.81650828755372e-08	3.636505981104447e-08
-11.78678678678678	3.834651783187112e-08	3.634366120774612e-08
-11.93693693693694	3.851278717696481e-08	3.629941617396301e-08
-12.08708708708708	3.868746668851335e-08	3.62181131505747e-08
-12.23723723723724	3.885931549536894e-08	3.613800557816091e-08
-12.38738738738738	3.899694429599411e-08	3.605986196091953e-08
-12.53753753753754	3.917685171806946e-08	3.602181339615192e-08
-12.68768768768768	3.930644518948712e-08	3.605048299870065e-08
-12.83783783783784	3.945785304316408e-08	3.609452905982009e-08
-12.98798798798799	3.958801049954708e-08	3.616449189385307e-08
-13.13813813813814	3.97176620002327e-08	3.622183993148425e-08
-13.28828828828829	3.983111901383232e-08	3.625765051184408e-08
-13.43843843843844	3.993521971145756e-08	3.629018604152924e-08
-13.58858858858859	4.004803785332719e-08	3.631705734422789e-08
-13.73873873873874	4.013973681111065e-08	3.633137702848575e-08
-13.88888888888889	4.025685544599888e-08	3.632370544737632e-08
-14.03903903903904	4.032920789318004e-08	3.629314292773613e-08
-14.18918918918919	4.042023377074926e-08	3.62219489922039e-08
-14.33933933933934	4.048991276606129e-08	3.615616553053473e-08
-14.48948948948949	4.054746261423353e-08	3.610011182858571e-08
-14.63963963963964	4.06084268935737e-08	3.606858227716142e-08
-14.78978978978979	4.065333374117902e-08	3.608173655932034e-08
-14.93993993993994	4.071849990919094e-08	3.610615738015992e-08
-15.09009009009009	4.074671317785114e-08	3.615137796471764e-08
-15.24024024024024	4.080630031942387e-08	3.619143122173913e-08
-15.39039039039039	4.082606805165895e-08	3.62218180125937e-08
-15.54054054054054	4.087666279390906e-08	3.624490257356321e-08
-15.69069069069069	4.093518794133494e-08	3.625414464657671e-08
-15.84084084084084	4.096071449391808e-08	3.626285414417791e-08
-15.99099099099099	4.099452364839057e-08	3.627054053638181e-08
-16.14114114114114	4.102656982656786e-08	3.628051135827086e-08
-16.29129129129129	4.105775215373472e-08	3.629492974237881e-08
-16.44144144144144	4.107424989750434e-08	3.630652106961519e-08
-16.59159159159159	4.108791900436391e-08	3.631253400784608e-08
-16.74174174174174	4.109744107321332e-08	3.630832676391805e-08
-16.89189189189189	4.111306443941903e-08	3.628367915567216e-08
-17.04204204204204	4.113126269630399e-08	3.62541740001999e-08
-17.19219219219219	4.115178042952581e-08	3.621482127171414e-08
-17.34234234234234	4.11717231521088e-08	3.618007204192904e-08
-17.4924924924925	4.117938605710775e-08	3.615478321314344e-08
-17.64264264264264	4.120151818085096e-08	3.613079879875063e-08
-17.7927927927928	4.120807049880544e-08	3.610953191434283e-08
-17.94294294294294	4.122265404792948e-08	3.608895807016491e-08
-18.0930930930931	4.122434623362158e-08	3.606984803058471e-08
-18.24324324324324	4.125646876027211e-08	3.605120377121439e-08
-18.3933933933934	4.125994560020459e-08	3.603355698455772e-08
-18.54354354354354	4.130128311681245e-08	3.601890156971514e-08
-18.6936936936937	4.12942230680947e-08	3.601074170509745e-08
-18.84384384384384	4.134412054532701e-08	3.602526509805097e-08
-18.993993993994	4.132844359127086e-08	3.608973527931034e-08
-19.14414414414414	4.137028423397847e-08	3.616833505822088e-08
-19.2942942942943	4.137879869775045e-08	3.627848636586707e-08
-19.44444444444444	4.136593758924692e-08	3.636050150109944e-08
-19.5945945945946	4.141547908696141e-08	3.637879648115942e-08
-19.74474474474474	4.140354960283471e-08	3.636768175527237e-08
-19.8948948948949	4.144242852747725e-08	3.628901206126937e-08
-20.04504504504504	4.146448286167893e-08	3.621755723983008e-08
-20.1951951951952	4.149799032813067e-08	3.616291307146427e-08
-20.34534534534534	4.153269447232218e-08	3.612526741089455e-08
-20.4954954954955	4.155351169818729e-08	3.612780004147926e-08
-20.64564564564564	4.15743431583545e-08	3.612930412753623e-08
-20.7957957957958	4.16054706461181e-08	3.61283418057971e-08
-20.94594594594594	4.164640629981908e-08	3.612141177356322e-08
-21.0960960960961	4.161810623306418e-08	3.60999623632184e-08
-21.24624624624624	4.168654602974008e-08	3.608747121614194e-08
-21.3963963963964	4.170415459885585e-08	3.609709578150924e-08
-21.54654654654654	4.176302670035888e-08	3.611440760824588e-08
-21.6966966966967	4.181905764379473e-08	3.615097804767616e-08
-21.84684684684684	4.184078396233358e-08	3.618375164342829e-08
-21.996996996997	4.190655436577409e-08	3.620687156216892e-08
-22.14714714714714	4.189177715245895e-08	3.623358950264868e-08
-22.2972972972973	4.194334900280364e-08	3.626959266051974e-08
-22.44744744744744	4.194491101387037e-08	3.630402644827586e-08
-22.5975975975976	4.196746546256426e-08	3.633434916866566e-08
-22.74774774774774	4.199037613095405e-08	3.635152722328835e-08
-22.8978978978979	4.199295303500085e-08	3.633374913378311e-08
-23.04804804804805	4.204250935057502e-08	3.632182859150425e-08
-23.1981981981982	4.204775043336663e-08	3.632572342673663e-08
-23.34834834834835	4.209725295093455e-08	3.634268168285857e-08
-23.4984984984985	4.21126064095538e-08	3.639545426141929e-08
-23.64864864864865	4.216368716897057e-08	3.644394744527736e-08
-23.7987987987988	4.215890581135498e-08	3.648052640524737e-08
-23.94894894894895	4.21956157593533e-08	3.651403958695652e-08
-24.0990990990991	4.220246207024906e-08	3.653888401634182e-08
-24.24924924924925	4.222311454147915e-08	3.656516077336332e-08
-24.3993993993994	4.223329586341755e-08	3.659555130859569e-08
-24.54954954954955	4.223210554851964e-08	3.662136454072963e-08
-24.6996996996997	4.23256601181454e-08	3.663382281794103e-08
-24.84984984984985	4.233051467565014e-08	3.664320828195902e-08
-25	4.236933422940516e-08	3.664348504972513e-08
