bias (mV)	dI/dV_1	dI/dV_2	dI/dV_3	dI/dV_4	dI/dV_5	dI/dV_6	dI/dV_7
15.69069069069069	1.906139655838412e-11	1.770660007505143e-11	1.99452676596934e-11	1.974687600936331e-11	2.016447772645868e-11	2.262877385472706e-11	1.936224965082278e-11
15.54054054054054	1.919976330699846e-11	1.790208085938882e-11	2.012691922848031e-11	1.909443957115453e-11	2.009531430147149e-11	2.239476312726474e-11	1.973334343152722e-11
15.39039039039039	1.89601667699435e-11	1.751460608490074e-11	1.999427359788974e-11	1.948788352912345e-11	2.001420557062872e-11	2.235889771939892e-11	1.944014567378805e-11
15.24024024024024	1.906596061584942e-11	1.781036429449045e-11	2.001233206927466e-11	1.925192991136804e-11	1.982464539751483e-11	2.218713060497812e-11	1.963736118160142e-11
15.09009009009009	1.889855459624723e-11	1.774214802852114e-11	1.997291221300657e-11	1.943503864787477e-11	2.028181615709723e-11	2.207947887022943e-11	1.936201199370657e-11
14.93993993993994	1.875670452289313e-11	1.762740647892613e-11	1.971832246094873e-11	1.924226229743642e-11	2.007941556081416e-11	2.210032330751677e-11	1.946425659538065e-11
14.78978978978979	1.892942746994919e-11	1.767935450813773e-11	1.981884968638159e-11	1.946820135656502e-11	2.017924542740968e-11	2.173895612134213e-11	1.943352596900372e-11
14.63963963963964	1.905191976403486e-11	1.774187394221194e-11	1.97748727115421e-11	1.932402154958268e-11	2.024270334688438e-11	2.206080977618097e-11	1.913788745533385e-11
14.48948948948949	1.909655246434827e-11	1.747192494849781e-11	1.97330988355171e-11	1.910397708082545e-11	1.982671839206862e-11	2.181575926851753e-11	1.963205986665884e-11
14.33933933933934	1.904958829568315e-11	1.734349122650691e-11	1.980548711144614e-11	1.935478687042913e-11	2.018802833236855e-11	2.18001276752755e-11	1.897275045403823e-11
14.18918918918919	1.88378132537359e-11	1.756321824086804e-11	1.983106213965247e-11	1.907686682234289e-11	1.975990204794442e-11	2.163679131694796e-11	1.939846547283075e-11
14.03903903903904	1.890353151789981e-11	1.74215589870963e-11	1.953631006967882e-11	1.975126832920449e-11	1.993036291558781e-11	2.155795160441176e-11	1.909005939437769e-11
13.88888888888889	1.904920839124191e-11	1.751947371897433e-11	1.948986631805649e-11	1.917962490216585e-11	2.001589519129432e-11	2.148172265070691e-11	1.898566893976383e-11
13.73873873873874	1.886527913053104e-11	1.722324192987568e-11	1.953878031590861e-11	1.938051975847177e-11	1.999542718900127e-11	2.137785434785933e-11	1.919478291589893e-11
13.58858858858859	1.891697562483863e-11	1.727367034132232e-11	1.953349114403036e-11	1.933589920122269e-11	2.003490082169712e-11	2.13149463357265e-11	1.886434584930097e-11
13.43843843843844	1.888135307825944e-11	1.712284307398004e-11	1.952630938883981e-11	1.939550429985726e-11	1.975468053028173e-11	2.100110016445278e-11	1.921588929643114e-11
13.28828828828829	1.880171192347735e-11	1.734765976701969e-11	1.941055996490526e-11	1.978979306815898e-11	2.007509956880593e-11	2.09713045540294e-11	1.886060578548676e-11
13.13813813813814	1.859527982983611e-11	1.705655582051602e-11	1.936357844900538e-11	1.924556174148773e-11	1.953726590231408e-11	2.086661746170115e-11	1.90716019365933e-11
12.98798798798799	1.856626137552997e-11	1.691972083273097e-11	1.91782995734302e-11	1.933665207121127e-11	1.985174177820959e-11	2.075656313493823e-11	1.871607556436228e-11
12.83783783783784	1.844717434362764e-11	1.700317837916021e-11	1.946088602766682e-11	1.903513284495784e-11	1.968222633486061e-11	2.050909789219624e-11	1.871047934642878e-11
12.68768768768769	1.853958306319292e-11	1.672502414340471e-11	1.925420586856852e-11	1.928442475152004e-11	1.977481546566739e-11	2.025164931585e-11	1.868312622665957e-11
12.53753753753754	1.841655647427665e-11	1.674387711814163e-11	1.935667945374142e-11	1.907650773458336e-11	1.974093284673462e-11	2.003144004836255e-11	1.8503797452607e-11
12.38738738738739	1.824126787119962e-11	1.653780237753644e-11	1.88091313357841e-11	1.941092252211174e-11	1.943384689284677e-11	1.996029209971883e-11	1.866925017357524e-11
12.23723723723724	1.817909017765018e-11	1.654080344914988e-11	1.90377713593648e-11	1.913465913494505e-11	1.957133240193532e-11	1.964290015366021e-11	1.837077712174562e-11
12.08708708708709	1.794631457330276e-11	1.65515396527427e-11	1.888550600626093e-11	1.914691495630283e-11	1.947355124376493e-11	1.951543614209239e-11	1.855706040221339e-11
11.93693693693694	1.820305017830037e-11	1.655485123985834e-11	1.895202571267074e-11	1.927161902282037e-11	1.944294204803132e-11	1.933255118491406e-11	1.844028922615149e-11
11.78678678678679	1.79171382591603e-11	1.619510428541027e-11	1.882992199664368e-11	1.913983381507389e-11	1.927503816279152e-11	1.90973591107646e-11	1.821982321958959e-11
11.63663663663664	1.766192921082155e-11	1.635037938374495e-11	1.856183089177232e-11	1.95777023065391e-11	1.944262285891174e-11	1.901762775036175e-11	1.822198295031718e-11
11.48648648648649	1.739271573986123e-11	1.606903846096408e-11	1.87931944312103e-11	1.940869687189206e-11	1.925341136521652e-11	1.866396100169698e-11	1.804716098785519e-11
11.33633633633634	1.752193355686327e-11	1.589319648109822e-11	1.856168690972382e-11	1.974661927028887e-11	1.903767768429709e-11	1.854981446225423e-11	1.825257306409256e-11
11.18618618618619	1.739880635398539e-11	1.577175195999203e-11	1.855810990991635e-11	1.951271609568206e-11	1.890068310195225e-11	1.841856528406183e-11	1.796962752209641e-11
11.03603603603604	1.716792333295025e-11	1.568561600051588e-11	1.83063304098896e-11	1.952965740514845e-11	1.892952461446384e-11	1.816341348159778e-11	1.821497293275076e-11
10.88588588588589	1.724266909808314e-11	1.570843455311888e-11	1.838051585933975e-11	1.994750371825393e-11	1.901204714493954e-11	1.788405534774995e-11	1.792240141018642e-11
10.73573573573574	1.712119335195439e-11	1.535060099866481e-11	1.826337345245399e-11	1.941841999697491e-11	1.877695741947516e-11	1.77776786347561e-11	1.795241386104429e-11
10.58558558558559	1.673887417563691e-11	1.544676886400254e-11	1.805664125165141e-11	1.991191239669732e-11	1.872955263104714e-11	1.747597899726117e-11	1.809711755451637e-11
10.43543543543544	1.689095044388189e-11	1.517191754174529e-11	1.820246731121244e-11	1.970732431411104e-11	1.84254781571136e-11	1.717099552822621e-11	1.789051198852754e-11
10.28528528528529	1.658472317811466e-11	1.516718348137935e-11	1.785875267112935e-11	1.99175242271421e-11	1.841874743002681e-11	1.729250770354795e-11	1.809184919931983e-11
10.13513513513514	1.658957519967696e-11	1.488637338398213e-11	1.797136224557239e-11	1.976935108671807e-11	1.863115911548974e-11	1.706784887034463e-11	1.791886604374238e-11
9.984984984984985	1.660557975846633e-11	1.487273325329053e-11	1.771060902100441e-11	1.979619072833838e-11	1.8507660681788e-11	1.688436716829056e-11	1.794366218110799e-11
9.834834834834835	1.660977778927819e-11	1.484527258066581e-11	1.770950573687369e-11	1.998477251741182e-11	1.86274138475051e-11	1.670385878227432e-11	1.783414214917567e-11
9.684684684684685	1.647874198207333e-11	1.462976094435131e-11	1.767002863473088e-11	1.97250618616529e-11	1.807289387589783e-11	1.677655063481165e-11	1.777409469605473e-11
9.534534534534535	1.670404613240972e-11	1.458614479199483e-11	1.740927367543943e-11	2.008810652542881e-11	1.847446848279866e-11	1.652938202978405e-11	1.743915255258965e-11
9.384384384384385	1.664448787130901e-11	1.440884304232393e-11	1.765364070205333e-11	1.971349472551509e-11	1.831318256761971e-11	1.643275272800171e-11	1.762223700296772e-11
9.234234234234235	1.649774067358223e-11	1.451447729367006e-11	1.737018688607872e-11	2.013298035230537e-11	1.813126211669402e-11	1.645403258088152e-11	1.774658371644922e-11
9.084084084084084	1.608723571022708e-11	1.428914018358762e-11	1.747228403625734e-11	1.985939190873864e-11	1.835943376493621e-11	1.62117177321397e-11	1.760646836657109e-11
8.933933933933933	1.631504653598626e-11	1.428853129564756e-11	1.72350467231297e-11	1.99903843478566e-11	1.806856053665484e-11	1.611544404866994e-11	1.769219146185996e-11
8.783783783783782	1.595056378644877e-11	1.419157499849e-11	1.731797691362225e-11	2.003582022513939e-11	1.801719884397812e-11	1.592870280120451e-11	1.755847724160819e-11
8.633633633633632	1.594954723849185e-11	1.408232471605819e-11	1.719379846831792e-11	1.975499971940131e-11	1.804608025512966e-11	1.59844429359346e-11	1.759040482718355e-11
8.483483483483482	1.578146467673402e-11	1.418287536025797e-11	1.710352866279852e-11	2.01512764808065e-11	1.793924557513815e-11	1.59008518157977e-11	1.76152703534882e-11
8.333333333333332	1.571998087257498e-11	1.387463928470556e-11	1.710170199897831e-11	1.977366187455587e-11	1.773544158756302e-11	1.57774730780158e-11	1.764268071913211e-11
8.183183183183182	1.592255494120565e-11	1.405025228107259e-11	1.702506538525661e-11	1.990898244874639e-11	1.774566951717738e-11	1.57785277898892e-11	1.753486245092972e-11
8.033033033033032	1.565697918537445e-11	1.391528992727986e-11	1.706119967526121e-11	1.98068401957574e-11	1.775454783192743e-11	1.556080438114282e-11	1.746399205804217e-11
7.882882882882882	1.569692813230272e-11	1.415682068101054e-11	1.671319506402202e-11	1.988684043829902e-11	1.766886983944893e-11	1.571970158209535e-11	1.752623393636021e-11
7.732732732732732	1.567990355610949e-11	1.391870906725101e-11	1.700184437680718e-11	1.981283193064343e-11	1.756696697829963e-11	1.541069702404307e-11	1.738494417868885e-11
7.582582582582582	1.54140814695447e-11	1.404430998580564e-11	1.669405932935852e-11	1.990063322465652e-11	1.726472610708019e-11	1.542267528964469e-11	1.708129124255997e-11
7.432432432432432	1.553115448749143e-11	1.388966719417795e-11	1.662037694971641e-11	1.991279190149964e-11	1.719891937201901e-11	1.560691506585776e-11	1.715312787642365e-11
7.282282282282281	1.532450902286264e-11	1.390515480537147e-11	1.645583669329653e-11	1.974498863022145e-11	1.704590288365004e-11	1.549238341780335e-11	1.725387541173795e-11
7.132132132132131	1.540940118560652e-11	1.391768904984714e-11	1.624838978642185e-11	1.999189008783375e-11	1.698725188292727e-11	1.550610854994527e-11	1.713224874466679e-11
6.981981981981981	1.514675711244973e-11	1.371976577485556e-11	1.622700064596305e-11	1.961792013560615e-11	1.687518354220874e-11	1.551797405852096e-11	1.710016156453165e-11
6.831831831831831	1.538033589376653e-11	1.368765691067697e-11	1.580541600376684e-11	1.982880006023979e-11	1.673857059902861e-11	1.545110914213943e-11	1.704482215092451e-11
6.681681681681681	1.544160632693803e-11	1.348078072782588e-11	1.593429208024411e-11	1.938711344240396e-11	1.659634409068023e-11	1.54941632440897e-11	1.698736984412363e-11
6.531531531531531	1.539733791855458e-11	1.341997173109899e-11	1.556556793180786e-11	1.969262773682257e-11	1.633983053028754e-11	1.543009643667492e-11	1.702190645380686e-11
6.381381381381381	1.524862007495909e-11	1.327585524152353e-11	1.557342622915403e-11	1.951733566429859e-11	1.621804600338006e-11	1.53882739883926e-11	1.685462706901841e-11
6.231231231231231	1.5236928038731e-11	1.309611100119845e-11	1.512038931561488e-11	1.935750518211599e-11	1.610082206449093e-11	1.526295929921151e-11	1.676827947327819e-11
6.081081081081081	1.533097260253413e-11	1.300344814464394e-11	1.47906027703204e-11	1.936919374889712e-11	1.598040276495905e-11	1.53517355078181e-11	1.687295442254211e-11
5.930930930930931	1.526018200692647e-11	1.282024660043124e-11	1.485046981219984e-11	1.904921533013582e-11	1.584141845478726e-11	1.520116151010331e-11	1.674595358214237e-11
5.780780780780781	1.532125641634519e-11	1.258926643488145e-11	1.427883852822553e-11	1.923422011940179e-11	1.556069856301079e-11	1.510904769352894e-11	1.656260892324291e-11
5.63063063063063	1.508826397156326e-11	1.237252574698422e-11	1.442409039431602e-11	1.902801007036548e-11	1.54284519188197e-11	1.500608665105929e-11	1.641165675581036e-11
5.48048048048048	1.501146949800525e-11	1.212609700151912e-11	1.382560385621012e-11	1.896887161234595e-11	1.524384958540015e-11	1.493602984348197e-11	1.613831117353026e-11
5.33033033033033	1.480854501523243e-11	1.193613697464402e-11	1.374942260740086e-11	1.895594445300297e-11	1.496103588238817e-11	1.461769247312894e-11	1.601262872297227e-11
5.18018018018018	1.479111277902234e-11	1.175075748510723e-11	1.335493521326114e-11	1.875890588698415e-11	1.482731819268945e-11	1.452752675101809e-11	1.590250500727031e-11
5.03003003003003	1.465518158216828e-11	1.151598261195375e-11	1.307294029972983e-11	1.850001228598241e-11	1.465924777399596e-11	1.430440661753796e-11	1.560855611426604e-11
4.87987987987988	1.449578564821641e-11	1.151529219201031e-11	1.286495996538628e-11	1.806391494718618e-11	1.451009971897843e-11	1.416400070147761e-11	1.537683001762158e-11
4.72972972972973	1.438873672987562e-11	1.123405795472321e-11	1.245501705243734e-11	1.791370697612482e-11	1.423887223406251e-11	1.406764114919579e-11	1.521092973799654e-11
4.57957957957958	1.41707930112478e-11	1.109753781924905e-11	1.232825733860077e-11	1.727716407440294e-11	1.409576361882658e-11	1.387810352748708e-11	1.493027750043563e-11
4.42942942942943	1.430854046358121e-11	1.083270365770383e-11	1.203800253923859e-11	1.716802741635881e-11	1.390688345731528e-11	1.377755201592556e-11	1.477628089330274e-11
4.27927927927928	1.396980187778896e-11	1.071837063548742e-11	1.204064105364555e-11	1.665999456446077e-11	1.364006477211355e-11	1.374756645328157e-11	1.492123959112579e-11
4.129129129129129	1.411557416092224e-11	1.060013968962048e-11	1.184862364472794e-11	1.625236230318183e-11	1.371966429353222e-11	1.370075147083538e-11	1.485852239857532e-11
3.978978978978979	1.414549814088284e-11	1.047071110371611e-11	1.171365348467956e-11	1.587696120408655e-11	1.367626845105718e-11	1.359284559909746e-11	1.488941955840595e-11
3.828828828828829	1.42499640559679e-11	1.054903039920951e-11	1.186021940380311e-11	1.563939776294543e-11	1.363099216833419e-11	1.342256254061036e-11	1.491155983412984e-11
3.678678678678679	1.465789642440818e-11	1.043696639529967e-11	1.187411887565437e-11	1.53153271315043e-11	1.3562351762475e-11	1.353673076409656e-11	1.482400140140339e-11
3.528528528528529	1.45361916947806e-11	1.052516667571224e-11	1.211165803066683e-11	1.505955429803585e-11	1.351809636451762e-11	1.337627057729218e-11	1.488237658109348e-11
3.378378378378379	1.499298601936871e-11	1.05893679241964e-11	1.220448568595156e-11	1.500025798018001e-11	1.364518567581463e-11	1.345708613986751e-11	1.487662944221757e-11
3.228228228228229	1.499876785271415e-11	1.078487906619463e-11	1.243618576174388e-11	1.488611837963116e-11	1.355773826539064e-11	1.351547693206889e-11	1.48716594594589e-11
3.078078078078079	1.524859058465999e-11	1.100277161047991e-11	1.252817467822798e-11	1.509258169829497e-11	1.379956132002702e-11	1.349856684762507e-11	1.495360779646404e-11
2.927927927927929	1.549626572894258e-11	1.121092541717106e-11	1.296176100479274e-11	1.505553494374201e-11	1.378505209287395e-11	1.34506928164968e-11	1.494223668407901e-11
2.777777777777779	1.556341860942112e-11	1.140587190667786e-11	1.29796971781726e-11	1.507689979807214e-11	1.360427482471893e-11	1.343203152870398e-11	1.479315801800052e-11
2.627627627627628	1.560875560746577e-11	1.141899942658231e-11	1.308907409541815e-11	1.528592356858649e-11	1.347314447508463e-11	1.348700925246638e-11	1.45412787713739e-11
2.477477477477478	1.55379008270895e-11	1.150334254934604e-11	1.299954675154646e-11	1.526788764860676e-11	1.315345835722903e-11	1.309192077664223e-11	1.440316269030184e-11
2.327327327327328	1.555268414055178e-11	1.127853452992378e-11	1.288201489924035e-11	1.53919134382452e-11	1.284682516616842e-11	1.309632003537731e-11	1.406873142290044e-11
2.177177177177178	1.528405700612634e-11	1.136386991451577e-11	1.282388951973079e-11	1.517144222751288e-11	1.260154827709137e-11	1.284823896580134e-11	1.387981309747266e-11
2.027027027027028	1.535847490852227e-11	1.128200310951399e-11	1.253982941790133e-11	1.515542552565918e-11	1.222554783103513e-11	1.268333788689846e-11	1.374824906696936e-11
1.876876876876878	1.514778233402403e-11	1.122632976163773e-11	1.249913974404882e-11	1.500090503203655e-11	1.203418701495318e-11	1.251734566692919e-11	1.333158410055102e-11
1.726726726726728	1.504325830570252e-11	1.123054687440783e-11	1.211261126121688e-11	1.489593344505824e-11	1.181863114319004e-11	1.240624616927199e-11	1.304032489629625e-11
1.576576576576578	1.483342615404837e-11	1.114283665337723e-11	1.196180654527979e-11	1.489996147296946e-11	1.17688376405356e-11	1.235489661965961e-11	1.284398021966782e-11
1.426426426426428	1.472613524178268e-11	1.111283721294543e-11	1.16871642572014e-11	1.472643881839097e-11	1.157273842727902e-11	1.218576628492229e-11	1.261294020615811e-11
1.276276276276278	1.462831418497235e-11	1.107842463599074e-11	1.153688516247753e-11	1.477416279593857e-11	1.152016329553085e-11	1.205210931054523e-11	1.239259736496301e-11
1.126126126126128	1.458308647450668e-11	1.125606465673945e-11	1.153197416031704e-11	1.491748218007682e-11	1.150235462432647e-11	1.196517451090839e-11	1.238867342046035e-11
0.9759759759759774	1.474825643554833e-11	1.140529164167514e-11	1.122872281267284e-11	1.518936365574319e-11	1.158190557348782e-11	1.200746967133792e-11	1.24039424564959e-11
0.8258258258258238	1.472562002891031e-11	1.161689928280696e-11	1.152013727467871e-11	1.534822789694967e-11	1.18238908247692e-11	1.216029620748627e-11	1.256743407257455e-11
0.6756756756756737	1.493741068336885e-11	1.187293839632897e-11	1.136477977697892e-11	1.58886046680573e-11	1.21404717876028e-11	1.255175390707519e-11	1.286006370837534e-11
